"BUILDING_NAME_ENG","BUILDING_ID","DISTRICT_CODE","SBBS_COVERAGE","FTTO_COVERAGE","BDEL_COVERAGE","HKBN_WTT_COVERAGE"
"THE HKFYG INSTITUTE","62590601",217,"N","Y","N","N"
"","15115302",112,"","N","","Y"
"HOUSE 30 TAI TEI TONG","96202401",904,"N","Y","","N"
"HOUSE 12 MA ON KONG","53105245",211,"N","Y","","N"
"HOUSE 101 MA ON KONG","53105243",211,"N","Y","","N"
"HOUSE 102 MA ON KONG","53105244",211,"N","Y","","N"
"NO. 72 SHEUNG TSUEN SAN TSUEN","53302974",211,"N","Y","","N"
"NO 168B YUEN KONG TSUEN","53103378",905,"N","Y","","N"
"HOUSE 100 MA ON KONG","53105242",211,"N","Y","","N"
"HOUSE 13 MA ON KONG","53105246",211,"N","Y","","N"
"","63407401",218,"","N","","Y"
"HOUSE 55A MA ON KONG","53105226",211,"N","Y","","N"
"","00000639",12,"","N","","Y"
"PHASE 2 JAZZ GARDEN","53104945",905,"N","Y","","N"
"HOUSE 269 SHEK WU TONG","53101671",211,"N","Y","","N"
"","83501701",32,"","N","","Y"
"W KLN GOVT OFFICES (N TOWER)","22926701",7,"N","Y","N","Y"
"","72405401",219,"N","N","","N"
"","11339101",103,"","N","","Y"
"HOUSE 283C HAPPY VILLA","53101673",211,"N","Y","","N"
"HOUSE 327 SHEK WU TONG","53101672",211,"N","Y","","N"
"HOUSE 283F HAPPY VILLA","53101674",211,"N","Y","","N"
"","28201120",19,"","N","","Y"
"NO. 80 HO PUI TSUEN","53105655",905,"N","Y","","N"
"","28201123",19,"","N","","Y"
"","28201122",19,"","N","","Y"
"HOUSE 1 SING PING VILLAGE","64200502",225,"N","Y","","N"
"","52604819",211,"","N","","Y"
"","75316501",222,"","N","","Y"
"","63407301",218,"","N","","Y"
"","29521902",26,"","N","","Y"
"HING HON BUILDING","15110101",112,"N","Y","","Y"
"GENUINE COURT","52101706",211,"N","Y","","N"
"GENUINE COURT","52101722",211,"N","Y","","N"
"GENUINE COURT","52101729",211,"N","Y","","N"
"","11151401",101,"N","Y","","N"
"HOUSE 93 SHUI LAU TIN","52106458",211,"N","Y","","N"
"HOUSE 271 SHUI LAU TIN","52106459",211,"N","Y","","N"
"HOUSE 30 SHUI LAU TIN","52106460",211,"N","Y","","N"
"HOUSE 3E SHUI LAU TIN","52106461",211,"N","Y","","N"
"HOUSE 74 SHUI LAU TIN","52106462",211,"N","Y","","N"
"HOUSE 446 SHUI LAU TIN","52106463",211,"N","Y","","N"
"","21504401",10,"N","Y","N","N"
"","51409701",213,"N","Y","N","N"
"","12345801",105,"N","Y","N","N"
"","52106711",211,"N","Y","","N"
"","12345802",105,"N","Y","N","N"
"HOUSE 84-87 TAI HONG WAI","52102098",909,"N","Y","","N"
"","32715601",201,"","N","","Y"
"HOUSE 283D SHEK WU TONG","53101670",211,"N","Y","","N"
"HOUSE 309G SHEK WU TONG","53101669",211,"N","Y","","N"
"HOUSE 309J SHEK WU TONG","53101668",211,"N","Y","","N"
"TUEN FU ROAD DISCIPLINED SERVICES QUARTERS","42504001",210,"N","Y","","N"
"HOUSE 13D SUN LUNG WAI","96202520",318,"N","Y","","N"
"","75612101",222,"N","N","","N"
"THE ASCENT","26439401",2,"N","Y","","N"
"HOUSE 194 YUEN KONG TSUEN","53103301",905,"N","Y","","N"
"LOMOND COURT","23302101",15,"N","Y","","N"
"HOUSE 142A YUEN KONG TSUEN","53103309",905,"N","Y","","N"
"HOUSE 67E YUEN KONG TSUEN","53103310",905,"N","Y","","N"
"HOUSE 158A YUEN KONG TSUEN","53103306",905,"N","Y","","N"
"HOUSE 149 YUEN KONG TSUEN","53103307",905,"N","Y","","N"
"NO. 9 TSENG LAN SHUE","83101875",33,"N","Y","","N"
"","51505304",211,"N","N","","N"
"","19109701",122,"","N","","Y"
"HOUSE 156 YUEN KONG TSUEN","53103308",905,"N","Y","","N"
"HOUSE 159A YUEN KONG TSUEN","53103315",905,"N","Y","","N"
"HOUSE 146 YUEN KONG TSUEN","53103316",905,"N","Y","","N"
"HOUSE 150 YUEN KONG TSUEN","53103302",905,"N","Y","","N"
"HOUSE 153 YUEN KONG TSUEN","53103303",905,"N","Y","","N"
"HOUSE 168C YUEN KONG TSUEN","53103304",905,"N","Y","","N"
"HOUSE 141D YUEN KONG TSUEN","53103305",905,"N","Y","","N"
"HOUSE 31A YUEN KONG TSUEN","53103311",905,"N","Y","","N"
"HOUSE 66H YUEN KONG TSUEN","53103312",905,"N","Y","","N"
"HOUSE 146E YUEN KONG TSUEN","53103313",905,"N","Y","","N"
"HOUSE 158B YUEN KONG TSUEN","53103314",905,"N","Y","","N"
"","95110004",910,"","N","","Y"
"","95110005",910,"","N","","Y"
"HOUSE 4 SING PING VILLAGE","64200505",225,"N","Y","","N"
"HOUSE 5 SING PING VILLAGE","64200506",225,"N","Y","","N"
"HOUSE 6 SING PING VILLAGE","64200507",225,"N","Y","","N"
"HOUSE 7 SING PING VILLAGE","64200508",225,"N","Y","","N"
"HOUSE 8 SING PING VILLAGE","64200509",225,"N","Y","","N"
"HOUSE 9 SING PING VILLAGE","64200510",225,"N","Y","","N"
"HOUSE 2 SING PING VILLAGE","64200503",225,"N","Y","","N"
"HOUSE 20 TAI HONG WAI","52102099",909,"N","Y","","N"
"HOUSE 116 TAI HONG WAI","52106202",909,"N","Y","","N"
"HOUSE 19 SING PING VILLAGE","64200516",225,"N","Y","","N"
"HOUSE 20 SING PING VILLAGE","64200517",225,"N","Y","","N"
"HOUSE 21 SING PING VILLAGE","64200518",225,"N","Y","","N"
"HOUSE 22 SING PING VILLAGE","64200519",225,"N","Y","","N"
"","51095501",212,"N","Y","N","N"
"HOUSE 198 SING PING VILLAGE RURAL COMMITTEE","64200522",225,"N","Y","","N"
"HOUSE 196 SING PING VILLAGE","64200521",225,"N","Y","","N"
"HOUSE 15-16 SING PING VILLAGE","64200514",225,"N","Y","","N"
"GREENFREE CREST","53102408",905,"N","Y","","N"
"","53102414",905,"N","N","","N"
"","53102415",905,"N","N","","N"
"","53102416",905,"N","N","","N"
"","53102417",905,"N","N","","N"
"","53102420",905,"N","N","","N"
"HOUSE 12A SING PING VILLAGE","64200512",225,"N","Y","","N"
"GREENFREE CREST","53102409",905,"N","Y","","N"
"GREENFREE CREST","53102410",905,"N","Y","","N"
"","53102412",905,"N","N","","N"
"","53102418",905,"N","N","","N"
"THE PERFECTA (DD106 LOT1990 SC)","53102413",905,"N","Y","","N"
"","53102419",905,"N","N","","N"
"HOUSE 12 SING PING VILLAGE","64200511",225,"N","Y","","N"
"HOUSE 23 SING PING VILLAGE","64200520",225,"N","Y","","N"
"HOUSE 13 SING PING VILLAGE","64200513",225,"N","Y","","N"
"HOUSE 17-18 SING PING VILLAGE","64200515",225,"N","Y","","N"
"","53102411",905,"N","N","","N"
"","52101307",211,"N","Y","","N"
"","52101308",211,"N","Y","","N"
"","52101301",211,"N","Y","","N"
"","52101302",211,"N","Y","","N"
"HOUSE 502A TIN SAM KAU TSUEN","53103535",905,"N","Y","","N"
"","26754101",8,"N","N","","N"
"PEACE MANSION","23504801",12,"N","Y","","Y"
"DRAGON PRIDE","15201201",112,"N","Y","","Y"
"HOUSE 30 SHA KONG WAI","51408001",211,"N","Y","","N"
"","54109601",211,"N","N","","N"
"PEONY COURT","29413102",26,"N","Y","","Y"
"BAUHINIA COURT","29413101",26,"N","Y","","Y"
"HOUSE 5","52605804",211,"N","Y","","N"
"HOUSE 7","52605806",211,"N","Y","","N"
"HOUSE 10","52605709",211,"N","Y","","N"
"HOUSE 15 YUEN KONG TSUEN","53102508",905,"N","Y","","N"
"HOUSE 138A YUEN KONG TSUEN","53102529",905,"N","Y","","N"
"HOUSE 40A YUEN KONG TSUEN","53102530",905,"N","Y","","N"
"HOUSE 138E YUEN KONG TSUEN","53102532",905,"N","Y","","N"
"HOUSE 1-3 YUEN KONG TSUEN","53100893",905,"N","Y","","N"
"HOUSE 3A YUEN KONG TSUEN","53100894",905,"N","Y","","N"
"HOUSE 4 YUEN KONG TSUEN","53100895",905,"N","Y","","N"
"HOUSE 4A YUEN KONG TSUEN","53100896",905,"N","Y","","N"
"HOUSE 34A YUEN KONG TSUEN","53102533",905,"N","Y","","N"
"HOUSE 36 YUEN KONG TSUEN","53102534",905,"N","Y","","N"
"HOUSE 38 YUEN KONG TSUEN","53102536",905,"N","Y","","N"
"HOUSE 41 YUEN KONG TSUEN","53102538",905,"N","Y","","N"
"HOUSE 42 YUEN KONG TSUEN","53102539",905,"N","Y","","N"
"HOUSE 46 YUEN KONG TSUEN","53102540",905,"N","Y","","N"
"HOUSE 47 YUEN KONG TSUEN","53102541",905,"N","Y","","N"
"HOUSE 91 YUEN KONG SAN TSUEN","53101935",905,"N","Y","","N"
"HOUSE 92 YUEN KONG SAN TSUEN","53101936",905,"N","Y","","N"
"HOUSE 93 YUEN KONG SAN TSUEN","53101937",905,"N","Y","","N"
"HOUSE 108A YUEN KONG SAN TSUEN","53101945",905,"N","Y","","N"
"HOUSE 107A YUEN KONG SAN TSUEN","53101948",905,"N","Y","","N"
"HOUSE 106A YUEN KONG SAN TSUEN","53101949",905,"N","Y","","N"
"HOUSE 128A YUEN KONG SAN TSUEN","53101950",905,"N","Y","","N"
"HOUSE 128B YUEN KONG SAN TSUEN","53101951",905,"N","Y","","N"
"HOUSE 128D YUEN KONG SAN TSUEN","53101953",905,"N","Y","","N"
"HOUSE 128E YUEN KONG SAN TSUEN","53101954",905,"N","Y","","N"
"HOUSE 128F YUEN KONG SAN TSUEN","53101955",905,"N","Y","","N"
"HOUSE 128G YUEN KONG SAN TSUEN","53101956",905,"N","Y","","N"
"OSMANTHUS VILLA","53101915",905,"N","Y","","N"
"OSMANTHUS VILLA","53101917",905,"N","Y","","N"
"OSMANTHUS VILLA","53101918",905,"N","Y","","N"
"HOUSE 123 YUEN KONG SAN TSUEN","53101958",905,"N","Y","","N"
"HOUSE 124 YUEN KONG SAN TSUEN","53101959",905,"N","Y","","N"
"HOUSE 1 YUEN KONG SAN TSUEN","53101964",905,"N","Y","","N"
"HOUSE 1A YUEN KONG SAN TSUEN","53101965",905,"N","Y","","N"
"HOUSE 1B YUEN KONG SAN TSUEN","53101966",905,"N","Y","","N"
"HOUSE 4 YUEN KONG SAN TSUEN","53101967",905,"N","Y","","N"
"HOUSE 5 YUEN KONG SAN TSUEN","53101968",905,"N","Y","","N"
"HOUSE 7 YUEN KONG SAN TSUEN","53101970",905,"N","Y","","N"
"HOUSE 15 YUEN KONG SAN TSUEN","53101973",905,"N","Y","","N"
"HOUSE 17 YUEN KONG SAN TSUEN","53101975",905,"N","Y","","N"
"","42302817",210,"","N","","Y"
"NO. 29 FUNG WONG WU","64101931",225,"N","Y","","N"
"NO 7A TAI WO TSUEN","63102394",219,"N","Y","","N"
"HOUSE 18 YUEN KONG SAN TSUEN","53101976",905,"N","Y","","N"
"HOUSE 23 YUEN KONG SAN TSUEN","53101977",905,"N","Y","","N"
"HOUSE 22 YUEN KONG SAN TSUEN","53101978",905,"N","Y","","N"
"HOUSE 24 YUEN KONG SAN TSUEN","53101979",905,"N","Y","","N"
"HOUSE 20A YUEN KONG SAN TSUEN","53101980",905,"N","Y","","N"
"HOUSE 20 YUEN KONG SAN TSUEN","53101981",905,"N","Y","","N"
"HOUSE 21 YUEN KONG SAN TSUEN","53101982",905,"N","Y","","N"
"HOUSE 132B YUEN KONG SAN TSUEN","53101983",905,"N","Y","","N"
"HOUSE 132C YUEN KONG SAN TSUEN","53101984",905,"N","Y","","N"
"HOUSE 39 YUEN KONG SAN TSUEN","53101985",905,"N","Y","","N"
"HOUSE 28A YUEN KONG SAN TSUEN","53101986",905,"N","Y","","N"
"HOUSE 25E YUEN KONG SAN TSUEN","53101926",905,"N","Y","","N"
"WINNIE COURT","53101929",905,"N","Y","","N"
"WINNIE COURT","53101930",905,"N","Y","","N"
"WINNIE COURT","53101931",905,"N","Y","","N"
"WINNIE COURT","53101932",905,"N","Y","","N"
"OSMANTHUS VILLA","53101916",905,"N","Y","","N"
"HOUSE 96B YUEN KONG SAN TSUEN","53101933",905,"N","Y","","N"
"HOUSE 94 YUEN KONG SAN TSUEN","53101938",905,"N","Y","","N"
"HOUSE 96A YUEN KONG SAN TSUEN","53101941",905,"N","Y","","N"
"NO. 2A SAN TONG PO","63406703",218,"N","Y","","N"
"DD9 LOT209 SB KAU LUNG HANG LO WAI","63101436",219,"N","Y","","N"
"NO. 27A (DD107 LOT111) MO FAN HEUNG","52605243",211,"N","Y","","N"
"NO. 7B AU HA","65205917",215,"N","Y","","N"
"","64100128",215,"","N","","Y"
"HOUSE 313 SHA KONG WAI","51408003",211,"N","Y","","N"
"LOTUS VILLA","52106574",211,"N","Y","","N"
"HOUSE 30 LIN FA TEI","52102845",211,"N","Y","","N"
"HOUSE 23 LIN FA TEI","52102847",211,"N","Y","","N"
"HOUSE 24 LIN FA TEI","52102848",211,"N","Y","","N"
"HOUSE 25 LIN FA TEI","52102849",211,"N","Y","","N"
"HOUSE 26 LIN FA TEI","52102850",211,"N","Y","","N"
"HOUSE 38A LIN FA TEI","52102851",211,"N","Y","","N"
"HOUSE 37 LIN FA TEI","52102852",211,"N","Y","","N"
"HOUSE 9G LIN FA TEI","52102875",211,"N","Y","","N"
"HOUSE 9H LIN FA TEI","52102876",211,"N","Y","","N"
"HOUSE 104 LIN FA TEI","52102877",211,"N","Y","","N"
"HOUSE 105 LIN FA TEI","52103868",211,"N","Y","","N"
"HOUSE 106 LIN FA TEI","52103869",211,"N","Y","","N"
"HOUSE 107 LIN FA TEI","52103870",211,"N","Y","","N"
"HOUSE 88 LIN FA TEI","52102803",211,"N","Y","","N"
"HOUSE 89 LIN FA TEI","52102804",211,"N","Y","","N"
"HOUSE 8B LIN FA TEI","52102869",211,"N","Y","","N"
"HOUSE 12A LIN FA TEI","52102870",211,"N","Y","","N"
"HOUSE 108 LIN FA TEI","52103871",211,"N","Y","","N"
"HOUSE 109 LIN FA TEI","52103872",211,"N","Y","","N"
"HOUSE 111 LIN FA TEI","52103874",211,"N","Y","","N"
"HOUSE 112 LIN FA TEI","52103875",211,"N","Y","","N"
"NO. 23 SHEUNG TSUEN SAN TSUEN","53302919",211,"N","Y","","N"
"NO. 62 SHEUNG TSUEN SAN TSUEN","53302995",211,"N","Y","","N"
"","54227622",211,"","N","","Y"
"","54227633",211,"","N","","Y"
"HOUSE 114 LIN FA TEI","52103876",211,"N","Y","","N"
"HOUSE 16 YUEN KONG SAN TSUEN","53101974",905,"N","Y","","N"
"HOUSE 23A YUEN KONG TSUEN","53100802",905,"N","Y","","N"
"HOUSE 25 YUEN KONG TSUEN","53100804",905,"N","Y","","N"
"","72708501",219,"","N","","Y"
"HOUSE 33B YUEN KONG SAN TSUEN","53101999",905,"N","Y","","N"
"GREENFREE CREST","53102404",905,"N","Y","","N"
"HOUSE 99 YUEN KONG SAN TSUEN","53102406",905,"N","Y","","N"
"HOUSE 103 YUEN KONG SAN TSUEN","53102407",905,"N","Y","","N"
"HOUSE 29 YUEN KONG SAN TSUEN","53101995",905,"N","Y","","N"
"HOUSE 2 YUEN KONG SAN TSUEN","53101996",905,"N","Y","","N"
"HOUSE 33D YUEN KONG SAN TSUEN","53101998",905,"N","Y","","N"
"HOUSE 25B YUEN KONG SAN TSUEN","53102403",905,"N","Y","","N"
"WINNIE COURT","53102405",905,"N","Y","","N"
"HOUSE 100 YUEN KONG SAN TSUEN","53101989",905,"N","Y","","N"
"HOUSE 106 YUEN KONG SAN TSUEN","53101990",905,"N","Y","","N"
"HIN FAI GARDEN","53101991",905,"N","Y","","N"
"HOUSE 3 YUEN KONG SAN TSUEN","53101992",905,"N","Y","","N"
"HOUSE 19 YUEN KONG SAN TSUEN","53101997",905,"N","Y","","N"
"HOUSE 130B YUEN KONG SAN TSUEN","53102402",905,"N","Y","","N"
"HOUSE 27C YUEN KONG SAN TSUEN","53101988",905,"N","Y","","N"
"THE PERFECTA","53101993",905,"N","Y","","N"
"HOUSE 102 YUEN KONG SAN TSUEN","53101994",905,"N","Y","","N"
"","15328711",112,"N","N","","N"
"HOUSE 20 LIN FA TEI","52102866",211,"N","Y","","N"
"HOUSE 33 LIN FA TEI","52102843",211,"N","Y","","N"
"HOUSE 31 LIN FA TEI","52102844",211,"N","Y","","N"
"HOUSE 98 LIN FA TEI","52102811",211,"N","Y","","N"
"HOUSE 99 LIN FA TEI","52102812",211,"N","Y","","N"
"HOUSE 99A LIN FA TEI","52102813",211,"N","Y","","N"
"HOUSE 41 LIN FA TEI","52102840",211,"N","Y","","N"
"HOUSE 11A LIN FA TEI","52102861",211,"N","Y","","N"
"HOUSE 18 LIN FA TEI","52102864",211,"N","Y","","N"
"HOUSE 19 LIN FA TEI","52102865",211,"N","Y","","N"
"HOUSE 123 LIN FA TEI","52103867",211,"N","Y","","N"
"HOUSE 116 LIN FA TEI","52103878",211,"N","Y","","N"
"HOUSE 118 LIN FA TEI","52103880",211,"N","Y","","N"
"HOUSE 35 LIN FA TEI","52102834",211,"N","Y","","N"
"HOUSE 27 LIN FA TEI","52102837",211,"N","Y","","N"
"HOUSE 42-43 LIN FA TEI","52102841",211,"N","Y","","N"
"HOUSE 44 LIN FA TEI","52102842",211,"N","Y","","N"
"HOUSE 121 LIN FA TEI","52103865",211,"N","Y","","N"
"HOUSE 122 LIN FA TEI","52103866",211,"N","Y","","N"
"HOUSE 91 LIN FA TEI","52102806",211,"N","Y","","N"
"HOUSE 95 LIN FA TEI","52102808",211,"N","Y","","N"
"HOUSE 65 LIN FA TEI","52102838",211,"N","Y","","N"
"HOUSE 58 LIN FA TEI","52102839",211,"N","Y","","N"
"HOUSE 61 LIN FA TEI","52102821",211,"N","Y","","N"
"HOUSE 62 LIN FA TEI","52102822",211,"N","Y","","N"
"HOUSE 64 LIN FA TEI","52102825",211,"N","Y","","N"
"NO. 147 YUEN KONG SAN TSUEN","53102498",905,"N","Y","","N"
"NO 173D KAN TAU TSUEN","63402836",218,"N","Y","","N"
"NO 35A TAI WO TSUEN","63102354",219,"N","Y","","N"
"NO 36 TAI WO TSUEN","63102358",219,"N","Y","","N"
"HOUSE 115 LIN FA TEI","52103877",211,"N","Y","","N"
"HOUSE 70A LIN FA TEI","52103883",211,"N","Y","","N"
"HOUSE 93 LIN FA TEI","52102807",211,"N","Y","","N"
"HOUSE 63 LIN FA TEI","52102823",211,"N","Y","","N"
"HOUSE 64A LIN FA TEI","52102824",211,"N","Y","","N"
"HOUSE 45 LIN FA TEI","52102826",211,"N","Y","","N"
"HOUSE 37A LIN FA TEI","52102853",211,"N","Y","","N"
"HOUSE 55 LIN FA TEI","52102854",211,"N","Y","","N"
"HOUSE 54 LIN FA TEI","52102855",211,"N","Y","","N"
"HOUSE 233B LIN FA TEI","52102868",211,"N","Y","","N"
"HOUSE 84 LIN FA TEI","52103897",211,"N","Y","","N"
"HOUSE 85 LIN FA TEI","52103898",211,"N","Y","","N"
"HOUSE 86 LIN FA TEI","52103899",211,"N","Y","","N"
"HOUSE 78 LIN FA TEI","52103890",211,"N","Y","","N"
"HOUSE 79 LIN FA TEI","52103891",211,"N","Y","","N"
"HOUSE 80A LIN FA TEI","52103892",211,"N","Y","","N"
"HOUSE 81 LIN FA TEI","52103894",211,"N","Y","","N"
"HOUSE 87 LIN FA TEI","52102802",211,"N","Y","","N"
"HOUSE 90 LIN FA TEI","52102805",211,"N","Y","","N"
"HOUSE 91B LIN FA TEI","52102810",211,"N","Y","","N"
"HOUSE 76 LIN FA TEI","52103888",211,"N","Y","","N"
"HOUSE 77 LIN FA TEI","52103889",211,"N","Y","","N"
"NO. 41 SHEUNG TAM SHUI HANG","65200135",215,"N","Y","","N"
"NO 5A HA WO HANG","65205708",215,"N","Y","","N"
"NO. 25 FUNG WONG WU","64101926",225,"N","Y","","N"
"NO. 27 FUNG WONG WU","64101928",225,"N","Y","","N"
"NO. 3 LUNG YEUK TAU KAN LUNG TSUEN","63401703",218,"N","Y","","N"
"DD84 LOT876 SHEUNG SHAN KAI WAT","64195864",225,"N","Y","","N"
"DD112 LOT1774 SI SHUI TSAN TIN","53102762",211,"N","Y","","N"
"HOUSE 16 LIN FA TEI","52102863",211,"N","Y","","N"
"HOUSE 49 LIN FA TEI","52102830",211,"N","Y","","N"
"HOUSE 50 LIN FA TEI","52102831",211,"N","Y","","N"
"HOUSE 51 LIN FA TEI","52102832",211,"N","Y","","N"
"HOUSE 8A LIN FA TEI","52102873",211,"N","Y","","N"
"HOUSE 74 LIN FA TEI","52103886",211,"N","Y","","N"
"HOUSE 75 LIN FA TEI","52103887",211,"N","Y","","N"
"HOUSE 67 LIN FA TEI","52102816",211,"N","Y","","N"
"HOUSE 68 LIN FA TEI","52102817",211,"N","Y","","N"
"HOUSE 69 LIN FA TEI","52102818",211,"N","Y","","N"
"HOUSE 72 LIN FA TEI","52103885",211,"N","Y","","N"
"HOUSE 72A LIN FA TEI","52103884",211,"N","Y","","N"
"HOUSE 21 LIN FA TEI","52102867",211,"N","Y","","N"
"HOUSE 52 LIN FA TEI","52102833",211,"N","Y","","N"
"HOUSE 36 LIN FA TEI","52102835",211,"N","Y","","N"
"HOUSE 28 LIN FA TEI","52102836",211,"N","Y","","N"
"HOUSE 117 LIN FA TEI","52103879",211,"N","Y","","N"
"HOUSE 125 LIN FA TEI","52103881",211,"N","Y","","N"
"DD79 LOT28A PING YEUNG","64202431",225,"N","Y","","N"
"NO. 33C YUEN KONG SAN TSUEN","53102495",905,"N","Y","","N"
"","95009503",311,"","N","","Y"
"","75713202",223,"","N","","Y"
"NO. 5A KAU LUNG HANG LO WAI","63100633",219,"N","Y","","N"
"NO 13 TAI WO TSUEN","63102378",219,"N","Y","","N"
"HOUSE 80B LIN FA TEI","52103893",211,"N","Y","","N"
"HOUSE 82 LIN FA TEI","52103895",211,"N","Y","","N"
"HOUSE 37D LIN FA TEI","52102857",211,"N","Y","","N"
"HOUSE 11 LIN FA TEI","52102858",211,"N","Y","","N"
"HOUSE 12 LIN FA TEI","52102859",211,"N","Y","","N"
"","19301404",119,"N","N","","N"
"MEI HEI HOUSE","26305301",3,"N","Y","","N"
"MEI PAK HOUSE","26305302",3,"N","Y","","N"
"","21232901",10,"N","N","","N"
"MEI CHEONG HOUSE","26305201",3,"N","Y","","N"
"MEI KWAI HOUSE","26305202",3,"N","Y","","N"
"","32607103",201,"N","N","","N"
"HOUSE 51 PAK NGAN HEUNG","96202633",318,"N","Y","","N"
"HOUSE 20 KO PO TSUEN","52601642",211,"N","Y","","N"
"HOUSE 21A KO PO TSUEN","52601641",211,"N","Y","","N"
"NO. 43 SHEUNG TSUEN SAN TSUEN","53302967",211,"N","Y","","N"
"NO. 73 SHEUNG TSUEN SAN TSUEN","53302975",211,"N","Y","","N"
"NO. 30F SHEUNG TSUEN? SAN TSUEN","53302955",211,"N","Y","","N"
"NO. 36B SHEUNG TSUEN SAN TSUEN","53302961",211,"N","Y","","N"
"NO. 41 SHEUNG TSUEN SAN TSUEN","53302965",211,"N","Y","","N"
"NO. 31E SHEUNG TSUEN SAN TSUEN","53302959",211,"N","Y","","N"
"NO. 35B SHEUNG TSUEN SAN TSUEN","53302960",211,"N","Y","","N"
"NO. 34 SHEUNG TSUEN SAN TSUEN","53302942",211,"N","Y","","N"
"NO. 32F SHEUNG TSUEN SAN TSUEN","53302945",211,"N","Y","","N"
"NO. 52 SHEUNG TSUEN SAN TSUEN","53302962",211,"N","Y","","N"
"NO. 50 SHEUNG TSUEN? SAN TSUEN","53302963",211,"N","Y","","N"
"NO. 40 SHEUNG TSUEN SAN TSUEN","53302964",211,"N","Y","","N"
"NO. 32E SHEUNG TSUEN SAN TSUEN","53302946",211,"N","Y","","N"
"NO. 32B SHEUNG TSUEN SAN TSUEN","53302947",211,"N","Y","","N"
"NO. 80 SHEUNG TSUEN SAN TSUEN","53302982",211,"N","Y","","N"
"NO. 82 SHEUNG TSUEN SAN TSUEN","53302984",211,"N","Y","","N"
"NO. 83 SHEUNG TSUEN SAN TSUEN","53302985",211,"N","Y","","N"
"NO. 84 SHEUNG TSUEN SAN TSUEN","53302986",211,"N","Y","","N"
"NO. 69 SHEUNG TSUEN SAN TSUEN","53303103",211,"N","Y","","N"
"","13218401",106,"N","N","","N"
"","13226701",106,"","N","","Y"
"NO. 37A SHEUNG TSUEN SAN TSUEN","53302944",211,"N","Y","","N"
"NO. 66 SHEUNG TSUEN SAN TSUEN","53302999",211,"N","Y","","N"
"NO. 67 SHEUNG TSUEN SAN TSUEN","53303102",211,"N","Y","","N"
"NO. 77 SHEUNG TSUEN SAN TSUEN","53302979",211,"N","Y","","N"
"NO. 78 SHEUNG TSUEN SAN TSUEN","53302980",211,"N","Y","","N"
"NO. 79 SHEUNG TSUEN SAN TSUEN","53302981",211,"N","Y","","N"
"NO. 31A SHEUNG TSUEN SAN TSUEN","53302952",211,"N","Y","","N"
"NO. 31 SHEUNG TSUEN SAN TSUEN","53302953",211,"N","Y","","N"
"NO. 45 SHEUNG TSUEN SAN TSUEN","53302968",211,"N","Y","","N"
"","26121201",6,"N","N","","N"
"NO. 61 SHEUNG TSUEN SAN TSUEN","53302994",211,"N","Y","","N"
"NO. 63 SHEUNG TSUEN SAN TSUEN","53302996",211,"N","Y","","N"
"NO. 64 SHEUNG TSUEN SAN TSUEN","53302997",211,"N","Y","","N"
"NO. 65 SHEUNG TSUEN SAN TSUEN","53302998",211,"N","Y","","N"
"NO. 70 SHEUNG TSUEN SAN TSUEN","53303104",211,"N","Y","","N"
"NO. 70A SHEUNG TSUEN SAN TSUEN","53303105",211,"N","Y","","N"
"NO. 32 SHEUNG TSUEN SAN TSUEN","53302949",211,"N","Y","","N"
"NO. 31C SHEUNG TSUEN SAN TSUEN","53302950",211,"N","Y","","N"
"NO. 30 SHEUNG TSUEN SAN TSUEN","53302954",211,"N","Y","","N"
"NO. 30G SHEUNG TSUEN SAN TSUEN","53302956",211,"N","Y","","N"
"HOUSE 8C LIN FA TEI","52103804",211,"N","Y","","N"
"","95007702",311,"","N","","Y"
"HOUSE 48 LIN FA TEI","52102829",211,"N","Y","","N"
"NO. 36E SHEUNG TSUEN SAN TSUEN","53302957",211,"N","Y","","N"
"NO. 34B SHEUNG TSUEN SAN TSUEN","53302958",211,"N","Y","","N"
"NO. 75 SHEUNG TSUEN SAN TSUEN","53302977",211,"N","Y","","N"
"NO. 76 SHEUNG TSUEN SAN TSUEN","53302978",211,"N","Y","","N"
"NO. 74 SHEUNG TSUEN SAN TSUEN","53302976",211,"N","Y","","N"
"NO. 32A SHEUNG TSUEN SAN TSUEN","53302948",211,"N","Y","","N"
"NO. 46 SHEUNG TSUEN SAN TSUEN","53302969",211,"N","Y","","N"
"NO. 47 SHEUNG TSUEN SAN TSUEN","53302970",211,"N","Y","","N"
"NO. 31B SHEUNG TSUEN SAN TSUEN","53302951",211,"N","Y","","N"
"NO. 48 SHEUNG TSUEN SAN TSUEN","53302971",211,"N","Y","","N"
"NO. 55A SHEUNG TSUEN SAN TSUEN","53302973",211,"N","Y","","N"
"NO. 54 SHEUNG TSUEN SAN TSUEN","53302989",211,"N","Y","","N"
"NO. 49 SHEUNG TSUEN SAN TSUEN","53302972",211,"N","Y","","N"
"NO. 36 SHEUNG TSUEN SAN TSUEN","53302940",211,"N","Y","","N"
"NO. 60 SHEUNG TSUEN SAN TSUEN","53302993",211,"N","Y","","N"
"NO. 37 SHEUNG TSUEN SAN TSUEN","53302941",211,"N","Y","","N"
"NO. 35 SHEUNG TSUEN SAN TSUEN","53302943",211,"N","Y","","N"
"NO. 42 SHEUNG TSUEN SAN TSUEN","53302966",211,"N","Y","","N"
